Product_Link,Review,Rating
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,More better than I phone at this price ... If u not want to be within limits then go for it best android phone without any lags .. Samsung + Google pixel rocks,5
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,Just one word - Awesome!,5
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"No nonsense phone. Great camera performance.
Best compact phone with the best of Google features.
Cherry on the top - OS support till 7 years",5
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"Bought it during the big billion sale
This is my first premium mobile, liked the design and it's easy for single hand use
Display is good, haptics are good
Camera is decent ..have not explored too much
Heats up during video calls
Battery is a big disappointment, have to charge twice a day
Don't buy this mobile, thinking it has a 7 yr upgrade and it's premium looks, not worth it
And not worth paying 60k plus
Premium Chinese phones at 40k are way better",3
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"Worth it
Camera - 10/10
Performance - 10/10
Display - 10/10
In hand feel - 10/10
Battery - 8/10
Software experience (AI) - 10/10",5
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"Great Camera, Great Specs, I'm Switched IPHONE XR to PIXEL 8. Pixel Experience is Brilliant. Worth Buying. Yes, Price is Kind of Higher than other phone. But when u use this device, Then U feel like holding a Real flagship device better than S23 and iPhone 14. Now, Some cons, This phone has different kind of bugs, felt using in just 8 hrs. I think updates will fixed this later. And guys When u buy a pixel device always buy a Google 30W charger along with this. Coz, I'm charging with my apple 20W Power adapter, It takes like 1.5 hrs to charge 10- 100. Which is very dissapointing.",5
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"Nice phone. Camera is simply awesome.Performance is smooth. No or minimal heating issue which might be solved by further updates. Battery backup is ok,if you are a normal user. Charging is faster with Google 30 w adapter.Not to be recommended for gamers.
Overall performance is very good. Certainly you should go for it.",5
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"I'm not sure why there is so much negative talk about the product outside or even in Flipkart reviews about heating
My device didn't heat up much yes there is a slight warmth in extensive usage that I observed in the iPhone too

Secondly I liked the pixel because of the AI dude this is way smatter than iPhone in most of the aspects

Finally it's up to you to make a decision
If you want a smarter phone way smatter than apple then pixel is best

7 years of software updates and security patch that's insane",5
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,Everything is fine but there is a heating issue which is required to be fixed. As I don't play games or anything but phone gets heated up even after watching anything on the device,4
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,Awesome pers,4
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"As we all know if bought in India we don't get much of the AI Magic 😔.

Having said that, the phone is really good to use in hands the haptics, screen, buttons everything u interact with is a really good experience.

Camera for which this phone is praised is also really good. But, in back camera switching to .5 zoom and taking pic of anything closer yields a very pixelated image. Also, if u open the camera all the other apps are just abruptly killed. Yes that 8GB ain't enough to keep the apps open in the background. We gotta rely on the app itself to resume from where we left.

When it comes to usage sadly the battery life is horrible for the 80+k i paid I would expect atleast 5 to 6 hrs of SOT. But all I get is 3 - 4 hrs that with few tweaks done here and there.

So, if u are a true pixel fan go for this otherwise look somewhere else.",4
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"Initially when I received the phone I was disappointed. The phone was heating a lot even when it's in idle then I searched for heating issues and found out there is a adaptive connectivity service process running in the background and disabled it.
From then the phone wasn't heating(sometimes while using camera) . Performance I don't play games so I never felt like there was any performance issues or lags.This is an excellent phone if you are considering to buy a stock android phone around 30-35k",5
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"Writing this review after 10 days of usage

- PROS
- Clean Android experience pure stock, no lags no jitter.
- Camera quality is superb , no over saturation of colors like other brands, It's impossible to take the wrong photo with Pixel. Picture quality is also near natural
- Processing speed is okay for my work as I am not a heavy user or gamer.
- Heating is there when you use the phone constantly but it's bearable and normal , it does not get sky high hot.
- Battery is decent

Cons
- As such no cons but I observed one unintended restart while recording a video. Happened only once.

Will update the review on a longer run. 34k in the big billion days is worth for the product",5
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,I will say if u don't play games and not a very heavy addictive user of phone then u can go blindly for it. The camera never disappoints you the screen makes you fall in love and it's haptic feedback and vibration motor... I will just say I love it ... U may find a lot of negative feedback and comments about the phone but it's not the way as they show it's far better and at the price in BBD sale it will be an insane buy to get it.,5
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,Awesome 😎,5
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"The phone was Beast Camera(10/10), performance (9/10), Display (10/10).",5
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"The device feels perfect in my hands, and I really appreciate the Pixel!",5
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,Good,5
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"The rounded aluminium sides and curved glass back feel nice and are easy to hold.New generative AI features including various image and video editing tools, new abilities for its voice assistant. Overall best Android phone ever launched . Futuristic 🚀",5
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"Value for money
Contemporary of iPhone in Android",5
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,Excellent camera... heating is ok... battery life average...,5
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,Really good 💯😊 product. Much better than iPhone. While looking and having the phone in hand doesn't feel like having a costlier mobile.but using its features makes unique and stand a step for the pixels.,5
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"I purchased it after using iPhone 12 mini for 3 years

Beautiful design. Very elegant looking. Camera is also very nice. Battery doesn't seem to be a major issue to me. Display is nice. No network issues as I only use 4g.

The only downside I noticed is that it heats up sometimes and the optical fingerprint sensor is not accurate always.",5
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,Couldn't connect with jio 5,3
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,Good but not as good as Samsung flagships in all areas except photos and videos...,3
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"I have been using stock Android for almost 10 years, moto nexus ,in note 2 , Motorola etc.... here are some cons of pixel 8
1)battery doesn't last for full day with moderate use.
2)camera pop up design makes the mobile feel heavier
3)save passwords error as instead of login Id it shows password
4)Gemini ai can do better.
Good points
Display is just awesome for HDR videos and daily use
Sound is good
Quick charging for first 50%
User friendly interface
Camera just tooo good
Overall good mobile for daily use but at such price one has more expectations for battery life atleast",5
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"Good if bought around 50k. Good camera , ultra smooth performance. But it is only a good value proposition when bought in and around 50k",5
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"I'm using dis mobile from last 8 days...
1. Design looks classy......

2. Battery is compare to previous series much better v can tell....

3. Display always superb.....

4. Camera no words bcoz I'm pixel lover previous mobile also pixel 4a I used...now pixel 8 so no dout at all pics nd videos or always gud in dis in pixel series.....

5. Performance wise for me k bcoz I'm not gaming person to play games..soo overall I loved 😍 dis pixel 8 mobile.......

😍 😍 😍",5
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"Google has an overall winner with pixel 8.
I have been using this phone for the last 3 weeks and I will say I am totally impressed by what you get on the phone.
If google stands by its claim of 7 years of OS update, then there are no regrets but only time will tell.

Pros:
1. Performance is smooth. It is not a flagship killer or an ultimate gaming phone but you will be plesently surprised by what it can offer. I haven't witnessed any glitches or lag as such so far. All app use experience has been top notch. But if you are looking for a gaming phone then look elsewhere.
2. Very clicky buttons and ultimate haptic feedback. This probably even beats the Iphone in this department.
3. Wonderfully designed and the form factor is perfect for one hand use.
4. Battery life has improved quite a bit. It took around 2 weeks for adaptive battery to kick in and ever since it has been amazing. Around 7 hrs of SOT with average to heavy use and still have 25% left at the end of the day. Lets see how it holds up in the long term. Overall very nice!!
5. The cameras and Google's post processing on its images will make you the star of any party. You get true to life colors and the dynamic range is balanced. The HDR mode is very good. And the portraits are also coming out good. I loved the super steady mode on the video camera which works like a charm, but it crops out a bit of the frame. Night mode also is very good, preserves enough detail and is better than what you get from other phone in this price range.
6. The screen is bright and vibrant, very much readable when in direct sunlight.
7. I did almost 40 mins of photo and video shooting but the phone didn't heat up much.

Cons:
1. Me coming from galaxy note 10, still feel that google can add a lot more of software customisations.
2. The finger print sensor is average. Face unlock is a hit and miss, doesn't work in low-light conditions.
3. Speakers could have been better.
4. Doesn't work with Airtel 5G yet. But it may be Airtel's fault they haven't listed the new pixels in there 5G section as of this writing.
5. Price is too high, should have been around 55k. Not sure what Google was thinking about that.

Overall a very well executed phone by Google but the price can be a bummer for many. I would say wait for a couple of months and then you should get very good discounts on this as usual with Google phones.",5
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"I traded my Pixel 7 for this, I'm very happy with my decision. This is the phone I would like to keep for at least 4 years. The phone is of perfect size, one of the best display panels I've seen on phones. Battery backup is top notch, they've definitely improved the speaker with this one. The OS is buttery smooth. They fixed the biometric scanner issue, now we have both face recognition and finger print working better than pixel 7 series.

The only area I didn't find any upgrade is the camera, I compared both the phones side by side. In some cases I liked pictures taken in my old pixel 7.

Go for it if you want to use it for a long time. Price should've been a little less at least by 8 to 10k. (I got it for a good deal, so I'm not complaining)",5
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,This is a very good phone. The pixel software is well optimised and works very smoothly. The display and design are excellent. The performance is average. This phone is not for gaming and it charges slowly and sometimes it feels a little warm because it is a compact phone and there is no major issue.,4
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,Great product by Google. Not the best for gaming despite that performance is great 👍🏼,4
https://www.flipkart.com/google-pixel-8-obsidian-128-gb/p/itm67e2a2531aaac?pid=MOBGT5F2KGVNAPYY&lid=LSTMOBGT5F2KGVNAPYYWJKL43&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=0c8525a2-c98c-4353-ae5e-0301ac3029e2.MOBGT5F2KGVNAPYY.SEARCH&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"I don't know why people are complaining about battery life and connectivity issues.. I don't have any connectivity issues, I am getting to use this device for a whole day with a single charge.. The camera performance is excellent.. The price is definitely on the higher side but U can compromise for the camera and 7 years of android updates..",4
